id,lk_store_id,alt_store_name_catch,store_pickup_available,store_type_labels,address_full,city,state,pin_code
573,LKST432,VR Mall Surat,TRUE,COCO,"Shop No 118, First Floor, VR Mall, Dumasa Road, Magdalla, Surat, Gujarat, 395007",Surat,Gujarat,395007
829,ST388,Sadar Bazar,FALSE,FOFO,"T 4 Suraj Complex, 4 Taj Road, Sadar Bazar, Near Jio Retial Shop, Agra, Uttar Pradesh, 282001",Agra,Uttar Pradesh,282001
1085,LKST1066,Sector 63,TRUE,COCO,"Ground Floor 27, Paras Trinity, Sector 63, Gurugram, Haryana, 122011",Gurugram,Haryana,122011
1341,LKST1332,Madhanandapuram,TRUE,COCO,"No 112, Mugalivakkam Main Road, Santhosh Nagar, Madhanandapuram, Chennai, Tamil Nadu, 600125",Chennai,Tamil Nadu,600125
1853,ST611,Tinsukia,TRUE,FOFO,"Rangagora Road, Near Ultra Lab, Tinsukia, Assam, 786125",Tinsukia,Assam,786125
2109,LKST1947,Narela,TRUE,COCO,"Khasra No 123, Main Arya Samaj Road, Pana Mamurpur, Near Ramdev Chock, Narela, Delhi, 110040",Delhi,Delhi,110040
2365,LKST2024,Karve Road Pune,TRUE,COCO,"Ground Floor, Universal House Naka, Near Dr. Ambedkar Chowk, Warje Jakat Naka, Karve Road, Pune, Maharashtra, 411058",Pune,Maharashtra,411058
574,LKST435,Downtown Mall,TRUE,COCO,"Shop No 14, Block C, Ground Floor, Downtown Mall, Action Area Iii, Rajarhat, Kolkata, West Bengal, 700156",kolkata,West Bengal,700156
830,LKST697,Perungudi,TRUE,COCO,"48, 4, Old Mahabalipuram Road, Tirumalai Nagar, Perungudi, Next To World Trade Centre, Chennai, Tamil Nadu, 600096",Chennai,Tamil Nadu,600096
1342,LKST1325,GNP Arcadia,TRUE,COCO,"Store No 15, Gnp Arcadia, Sudarshan Nagar, Sudarshan Nagar, Near Pendharkar College, Dombivli, Maharashtra, 421203",Dombivli,Maharashtra,421203
2110,LKST1840,Basirhat Road Malancha Bazar,TRUE,COCO,"Ground Floor, Plot No 20, Basirhat Road, Malancha, Kolkata, West Bengal, 743425",Kolkata,West Bengal,743425
2366,LKST2226,Girdhar Marg Jaipur,TRUE,COCO,"Ground Floor, Property No 14/86, Niti Nagar, Malviya Nagar, Girdhar Marg, Jaipur, Rajasthan, 302017",Jaipur,Rajasthan,302017
63,ST123,Sanjeeva Reddy Nagar,FALSE,FOFO,"262/3Rt, Ground Floor, Mn Reddy Classic, Sr Nagar, Sanjeeva Reddy Nagar, Opposite Himalaya Book World, Hyderabad, Telangana, 500038",Hyderabad,Telangana,500038
575,ST318,Nikol,FALSE,FOFO,"Shop No 1 & 2, Devashya Status, Ankur Chokbi, New Colony, Bhakti Circle, Ahmedabad, Gujarat, 382345",Ahmedabad,Gujarat,382345
831,LKST638,Malleshpalya CV Raman Nagar,TRUE,COCO,"No 38/1 9Th Main, New Thippsandra Post, Malleshpalya, Near Nile Institue Of Languages And Education, Bengaluru, Karnataka, 560075",Bengaluru,Karnataka,560075
1087,LKST991,Sector 7C,TRUE,COCO,"Sco38, Inner Market, Sector 7C, Chandigarh, Near Punjab And Sindh Bank, Chandigarh, Punjab, 160019",Chandigarh,Punjab,160019
1343,LKST1336,Konanakunte,TRUE,COCO,"Anjanapura Main Road, Konanakunte Cross, Konanakunte, Opposite Hdfc Bank, Bengaluru, Karnataka, 560062",Bengaluru,Karnataka,560062
1599,ST404,Valia Chokdi,TRUE,FOFO,"Plot No 155/C, Shop No 28-29-36-37, Omkar Complex 1, Valia Chokdi, Gidc, Anklesvar, Gujarat, 393001",Anklesvar,Gujarat,393001
1855,LKST1776,Flagship Store Camac Street,TRUE,COCO,"Ground Floor, Mansarovar Building, 3B Camac Street, Kolkata, West Bengal, 700016",Kolkata,West Bengal,700016
2111,LKST1872,Koramangala 5th Block,TRUE,COCO,"No 8, 5th Cross Road, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka, 560095",Bengaluru,Karnataka,560095
2367,LKST2201,Krishna Nagar Agartala,TRUE,COCO,"Plot No 6597, West Tripura Sadar Police Station, West Agartala Pargana Sadar, East Mouja, Near Sanghati Club, Krishna Nagar, Agartala, Tripura, 799002",Agartala,Tripura,799002
320,LKST171,"New Railway Road, Adarsh Nagar",TRUE,COCO,"Shop No 305/1, Ground Floor, New Railway Road, Adarsh Nagar, Gurugram, Haryana, 122001",Gurugram,Haryana,122001
576,LKST445,Karayanchavadi,TRUE,COCO,"Ground Floor, Dj Complex, 52 Trunk Road, Karayanchavadi, Poonamalle, Chennai, Tamil Nadu, 600056",Chennai,Tamil Nadu,600056
832,LKST705,Ashiyana,TRUE,COCO,"H No K-833, Ashiyana Colony, Ashiyana, Near Pizza Hut, Lucknow, Uttar Pradesh, 226012",Lucknow,Uttar Pradesh,226012
1088,LKST946,Mount Road,TRUE,COCo,"No 117/2, Mount Road, Anna Salai, Next To Sangam Hotel, Chennai, Tamil Nadu, 600002",Chennai,Tamil Nadu,600002
1344,LKST1304,Flagship Store Greater Kailash 2,TRUE,COCO,"Plot No 38, Ground Floor, M Block, Greater Kailash 2, New Delhi, 110048",New Delhi,Delhi,110048
2112,LKST1944,Tonk Road,TRUE,COCO,"Ground Floor,  Shop No 2, Tonk Road, Opposite Glass Factory, Mansingh Pura, Tonk Phatak, Jaipur, Rajasthan, 302015",Jaipur,Rajasthan,302015
2368,LKST2156,Sector 7 Kharghar Navi Mumbai,TRUE,COCO,"Shop No 56, Plot No 15 & 17, Patel Heritage, Sector 7, Opposite Hiranandani Crystal Plaza, Kharghar, Navi Mumbai, Maharashtra, 410210",Navi Mumbai,Maharashtra,410210
321,LKST172,Kalyan Khadakpada Circle,TRUE,COCO,"Shop No 8, B Wing, Shree Swamiprasad Chs, Khadakpada Circle, Near Mcdonald'S, Kalyan, Maharashtra, 421301",Kalyan,Maharashtra,421301
577,ST316,Dharwad,FALSE,FOFO,"Ground Floor, Pb Road, Near Jubilee Circle Bus Stop, Court Circle, Dharwad, Karnataka, 580001",Dharwad,Karnataka,580001
1089,LKST879,Jakkur,TRUE,COCO,"Plot No 222, Survey No 98/3, 7Th Block, Jakkur Arkavathy Layout, Bengaluru, Karnataka, 560064",Bengaluru,Karnataka,560064
1345,LKST1153,Minto Park AJC Bose Road,TRUE,COCO,"230A, Chitrakoot Building, Minto Park, Acharya Jagadish Chandra Bose Road, Minto Park, Chitrakoot Building, Kolkata, West Bengal, 700020",Kolkata,West Bengal,700020
1857,LKST1742,New Rajendra Nagar,TRUE,COCO,"Ground Floor, Shop No 2, 3 & 5, Amar Infra, Adjacent to Shree Krishna Hospital, New Rajendra Nagar, Raipur, Chhattisgarh, 492001",Raipur,Chhattisgarh,492001
2113,LKST1523,Margao,TRUE,COCO,"B-SH-1, B-SH-7, Building B, Lotus Heights, Near Carmelite Church, Malbhat, Aquem, Margao, Goa, 403601",Margao,Goa,403601
2369,LKST2148,Tehsil Road Samana,TRUE,COCO,"Ground Floor, Tehsil Road, Near Monte Carlo, Samana, Punjab, 147101",Samana,Punjab,147101
66,ST127,Kharghar,FALSE,FOFO,"Shop No 1, Parth CHS, Plot No 228, Sector 13, Kharghar, Near Shilpa Chowk, Navi Mumbai, Maharashtra, 410210",Navi Mumbai,Maharashtra,410210
322,LKST174,Bopal,TRUE,COCO,"Shop No 3, Shilp Aaron, Bhagwatikrupa Society, Bopal, Beside Bharat Petroleum Pump, Ahmedabad, Gujarat, 380058",Ahmedabad,Gujarat,380058
578,LKST444,Dhakuria,TRUE,COCO,"Shop No 40/2/1, Ground Floor, Gariahat Road South, Near Carmel School, Dhakuria, Selimpur, Kolkata, West Bengal, 700031",kolkata,West Bengal,700031
834,LKST658,Porur Arcot Road,TRUE,COCO,"3, Arcot Road, Sai Nagar, Porur Arcot Road, Next To Sony Centre, Chennai, Tamil Nadu, 600116",Chennai,Tamil Nadu,600116
1090,LKST984,Kolar Road,TRUE,COCO,"Plot No 14, 15 & 49, Ground Floor, Dhanlaxmi Tower, Mandakini Society Kolar Road, Mandakini, Near Krishna Dairy, Bhopal, Madhya Pradesh, 462042",Bhopal,Madhya Pradesh,462042
1602,LKST468,Lulu Global Mall,TRUE,COCO,"Lulu Global Mall, Minerva Mills Compound, Rajajinagar, Opposite Sujata Theatre, Bengaluru, Karnataka, 560023",Bengaluru,Karnataka,560023
2114,LKST1881,Kalol,TRUE,COCO,"Ground Floor, Shop No 62, City Mall 2, Navjivan Mill Compound, Vardhman Nagar, Kalol, Gujarat, 382721",Kalol,Gujarat,382721
2370,LKST2346,Rajballab Para Shyambazar Kolkata,TRUE,COCO,"74A, Bhupendra Bose Avenue, Rajballab Para, Shyam Bazar, Gate No 04, Opposite Shyam Bazar Metro Station, Kolkata, West Bengal, 700004",Kolkata,West Bengal,700004
67,ST128,Solapur,FALSE,FOFO,"Shop No 370, Main Road, South Kasba, Opposite Unique Hospital, Solapur, Maharashtra, 413007",Solapur,Maharashtra,413007
323,LKST175,"Hudson Lane, GTB Nagar",TRUE,COCO,"Shop No 2513, Ground Floor, Hudson Lane, GTB Nagar, New Delhi, 110009",New Delhi,Delhi,110009
579,LKST408,Pacific Mall Dwarka,TRUE,COCO,"Shop No Sh/Gf/07, Ground Floor, Pacific Mall, Metro Station Line 3, Near Metro Station Entry Gate, Sector 21, Dwarka, Delhi, 110077",Delhi,Delhi,110077
835,LKST765,Rathyatra,TRUE,COCO,"Shop No 4, 58, 53 & 54, Shivam Complex, Rathyatra Crossing, Rathyatra, Infront Of Kuber Complex, Varanasi, Uttar Pradesh, 221010",Varanasi,Uttar Pradesh,221010
1091,LKST898,Anekal Town,TRUE,COCO,"7, Old Mysore Bank Road, Anekal Town, Bengaluru, Karnataka, 562106",Bengaluru,Karnataka,562106
1347,LKST566,LuLu Mall,TRUE,COCO,"Shop No H005, T5&T-Aajbb-2, Ansal Ape, Sushant Golf City, Sultanpur Road, Ansal Ape, Lulu Mall, Lucknow, Uttar Pradesh, 226030",Lucknow,Uttar Pradesh,226030
1603,ST461,Tenali,TRUE,FOFO,"Ground Floor, Old Badari Shop, Bose Road, Tenali, Andhra Pradesh, 522201",Tenali,Andhra Pradesh,522201
1859,LKST1756,Pali,TRUE,COCO,"Shop No 3 & 4, Ground Floor, Ahinsa Complex, Ambedkar Circle, Near Vaishnav Samaj Bhawan, Road Pali, Jodhpur, Rajasthan, 306401",Pali,Rajasthan,306401
2115,LKST1763,Bhandup West,TRUE,COCO,"Shop No 4, Srishti Solitaire, Lal Bahadur Shastri Road, Sadan Wadi, Bhandup West, Mumbai, Maharashtra, 400078",Mumbai,Maharashtra,400078
2371,LKST2184,C Scheme Jaipur,TRUE,COCO,"F 10, C Scheme, Near Burger Farm, Jaipur, Rajasthan, 302001",Jaipur,Rajasthan,302001
68,ST130,Baner,FALSE,FOFO,"CTS No 100, Shop No 1&2, Shinde Sarkar, Next to Shree Chatrapati Shivaji Maharaj Statue, Main Baner Road, Baner, Pune, Maharashtra, 411007",Pune,Maharashtra,411007
324,LKST176,"Sector E, Aliganj",TRUE,COCO,"Hig 65, Lower Ground Floor, Kapoorthala Road, Sector E, Aliganj, Opposite Keventers, Lucknow, Uttar Pradesh, 226024",Lucknow,Uttar Pradesh,226024
580,LKST424,Linking Road Bandra,TRUE,COCO,"Shop No 5 & 6, Swarna Rekha, Linking Road, Bandra West, Linking Road, Near Khar Telephone Exchange, Mumbai, Maharashtra, 400052",Mumbai,Maharashtra,400052
836,ST385,VV Mahal Road,FALSE,FOFO,"Door No 18/1/635, Ground Floor Bhavani Nagar, V V Mahal Road, Near Municipal Office, Tirupati, Andhra Pradesh, 517501",Tirupati,Andhra Pradesh,517501
1092,LKST909,Shastri Nagar,TRUE,COCO,"Plot No 12/2, Ground/First Floor, Sector 2, Central Market, Shastri Nagar, Meerut, Uttar Pradesh, 250004",Meerut,Uttar Pradesh,250004
1348,LKST1305,Vibhuti khand,TRUE,COCO,"G11, Ground Floor, Levana Cyber Heights, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh, 226010",Lucknow,Uttar Pradesh,226010
1604,LKST1306,Park Street,TRUE,COCO,"29 Park Street, Karnani Mansion, Park Street, Near Park Hotel, Kolkata, West Bengal, 700016",Kolkata,West Bengal,700016
2116,LKST1743,Asian Palace,TRUE,COCO,"Ground Floor, Asian Palace, GS Road, Ulubari Opposite People Store, Near LIC Office, Guwahati, Assam, 781007",Guwahati,Assam,781007
2372,LKST1967,Margao Goa,TRUE,COCO,"Shop No 7 and 8, Ground Floor, Reliance Magnum, Opposite KTC Bus Stand, Margao, Goa, 403601",Margao,Goa,403601
69,ST131,Flagship Store Kanjikuzhy,FALSE,FOFO,"Building No 4/277B, Vetteel Estate, 26, Kanjikuzhy, Muttambalam, Vetteel Estate, Kottayam, Kerala, 686004",Kottayam,Kerala,686004
325,LKST177,"Sector 5, Salt Lake",TRUE,COCO,"Shop No 3, Plot No G1, Infinity Benchmark, Sector 5, Salt Lake, Rdb Cinema Hall, Kolkata, West Bengal, 700091",Kolkata,West Bengal,700091
581,ST321,Phagwara,FALSE,FOFO,"Adjoining Pabla Sweet Shop, Opposite Old Sabzi Mandi , Banga Road, Banga Road, Opposite Old Sabzi Mandi, Phagwara, Punjab, 144401",Phagwara,Punjab,144401
837,LKST741,Pattom,TRUE,COCO,"Ground Floor, Tc New No 14/3717, Old No 2/3496/4, Pattom, Pattom, Opposite Reliance Trends Pattom, Thiruvananthapuram, Kerala, 695004",Thiruvananthapuram,Kerala,695004
1093,ST444,Sundar Nagar,FALSE,FOFO,"Ground Floor 55/4, Two Shutter Hall, Near Idbi, Village Bhojpur, Mandi, Near Icici Bank, Sundar Nagar, Himachal Pradesh, 175018",Sundar Nagar,Himachal Pradesh,175018
1349,LKST1245,Shyamal,TRUE,COCO,"Shop No 22, Iconic, Shyamal, Near Shyamal Cross Road, Ahmedabad, Gujarat, 380015",Ahmedabad,Gujarat,380015
1605,LKST1524,Chikuwadi Borivali West,TRUE,COCO,"Sumit Garden Grove Daigonally, Chikuwadi, Borivali West, Opposite Pheonix Hospital, Mumbai, Maharashtra, 400092",Mumbai,Maharashtra,400092
1861,LKST1569,"Residency Road, Jodhpur",TRUE,COCO,"Ground Floor & First Floor, Plot No 660/A, Main Residency Road, Jodhpur, Rajasthan, 342003",Jodhpur,Rajasthan,342003
2117,LKST1786,Thane Mulund East,TRUE,COCO,"Shop No 01, Romel Vasanthi, Navghar Road, Eastern Express Hwy, Near Mulund Gymkhana, Deendayal Nagar, Mulund East, Mumbai, Maharashtra, 400081",Mumbai,Maharashtra,400081
2373,LKST1833,Thalayolaparambu Kottayam,TRUE,COCO,"Pallivathukkal Building, Vaikom Road, Opposite Canara Bank, Thalayolaparambu, Kottayam, Kerala, 686605",Kottayam,Kerala,686605
70,ST132,Flagship Store at JP Nagar,FALSE,FOFO,"Shop No 300, Outer Ring Road, 5Th Phase, 15Th Cross Road, Jp Nagar, Near Cafe Coffee Day, Bengaluru, Karnataka, 560078",Bengaluru,Karnataka,560078
326,LKST178,Z Square Mall,TRUE,COCO,"Shop No 16/113, G 28A, Ground Floor, Z Square Mall, M G Road, Near Bada Chauraha, Kanpur, Uttar Pradesh, 208001",Kanpur,Uttar Pradesh,208001
582,LKST440,Oberoi Mall,TRUE,COCO,"Shop No 6, Second Floor, Oberoi Mall, Yashodham Goregaon, Western Express Highway, Near Dindoshi Bus Stand, Mumbai, Maharashtra, 400063",Mumbai,Maharashtra,400063
838,LKST786,BN Reddy Nagar,TRUE,COCO,"Ground Floor, Shop No 1, Old Court Building, Nagarjun Sagar Road, Omkar Nagar, Beside Hp Petrol Pump & Old Court Building, Hyderabad, Telangana, 500070",Hyderabad,Telangana,500070
1094,ST448,Salem,FALSE,FOFO,"No 423, Jaguar Ammapalayam Kasakaranoor, Junction Main Road Salem, Opposite Sona Salem College, Salem, Tamil Nadu, 636005",Salem,Tamil Nadu,636005
1350,LKST1201,Nagadevanahalli,TRUE,COCO,"No 7 & 8, 100Ft Feet Road, Nagadevanahalli, Kengeri, Near Bharat Petrol Pump, Bengaluru, Karnataka, 560056",Bengaluru,Karnataka,560056
1606,ST411,Krishnagiri,TRUE,FOFO,"1/374-1, Rajaji Nagar, Rayakottai Road, Rajajinagar, Opposite Rbl Bank, Krishnagiri, Tamil Nadu, 635001",Krishnagiri,Tamil Nadu,635001
2118,LKST1855,Navare Ambernath East,TRUE,COCO,"Ground Floor, Shop No 8 Tulip A, Project Nisarg Green, Near wellness forever, Cabin Road, Plot No RH1, Ambernath Industrial Area, Ambernath East, Munic, Mumbai, Maharashtra, 421503",Mumbai,Maharashtra,421503
2374,LKST2136,Sion Koliwada Mumbai,TRUE,COCO,"Shop No 6 & 7, Hub Town Vedant, Sardar Nagar No 4, Mukundrao Ambedkar Road, GTB Nagar, Sion Koliwada, Mumbai, Maharashtra, 400037",Mumbai,Maharashtra,400037
71,ST491,Flagship Store at Marathahalli,FALSE,FOFO,"G3/G4, Sigma Arcade, Marathahalli, Near Tulsi Theatre, Bengaluru, Karnataka, 560037",Bengaluru,Karnataka,560037
839,LKST651,Trichy Karur Bypass Road,TRUE,COCO,"11, Mc Arcade No 9, Karur Bypass Road, Annamalai Nagar, Next To Benelli Bike Showroom, Tiruchirappalli, Tamil Nadu, 620018",Tiruchirappalli,Tamil Nadu,620018
1095,LKST962,Thakurganj,TRUE,COCO,"439/14, Hardoi Road, Thakurganj Chowk, Opposite City Montessori School, Lucknow, Uttar Pradesh, 226003",Lucknow,Uttar Pradesh,226003
1351,LKST1295,Tilak Nagar,TRUE,COCO,"Shop No 11, Krushal Tower, Tilak Nagar, Gm Road, Mumbai, Maharashtra, 400089",Mumbai,Maharashtra,400089
1607,LKST1318,Hudkeshwar,TRUE,COCO,"Shop No 111, Ram Bhau Bus Stop, Hudkeshwar Road, New Neharu Nagar, Near Mhalgi Nagar, Nagpur, Maharashtra, 440034",Nagpur,Maharashtra,440034
1863,LKST1782,Ameenpur Main Road,TRUE,COCO,"Plot No 3, Chanda nagar, Serilingampally Mandal, Ranagreddy dist, Ameenpur, Hyderabad, Telangana, 502032",Hyderabad,Telangana,502032
2119,LKST1839,Dimna Road,TRUE,COCO,"H No 364, Dimna Road, Mango, Jamshedpur, Near Micro Chemical Lab, Bahar Dari, East Singhbhum, Jamshedpur, Jharkhand, 831012",Jamshedpur,Jharkhand,831012
2375,LKST2340,PPR Market Jalandhar,TRUE,COCO,"UGF 17, Silver Crown Plaza, Village Kingra, PPR Market, Tehsil Jalandhar, Jalandhar, Punjab, 144003",Jalandhar,Punjab,144003
72,ST134,New Bel Road,FALSE,FOFO,"Shop No 11, Ground Floor, 2Nd Stage, New Bel Road, Chikkamaranahalli, Near Ramachandra Convention Hall, Bengaluru, Karnataka, 560094",Bengaluru,Karnataka,560094
328,LKST180,New Industrial Town 5,TRUE,COCO,"Shop No 5C-91, New Industrial Town 5, Near Banke Bihari Mandir, Faridabad, Haryana, 121001",Faridabad,Haryana,121001
840,LKST736,Kilpauk,TRUE,COCO,"62C, Ormes Road, Kilpauk, Next To Orms Junction, Chennai, Tamil Nadu, 600010",Chennai,Tamil Nadu,600010
1096,LKST900,Hridaypur,TRUE,COCO,"74/4/2 Jessore Road, Sisir Kunja, Hridaypur, Madhyamgram, Opposite Star Mall, Kolkata, West Bengal, 700127",Kolkata,West Bengal,700127
1352,LKST1375,Yash Padma Arcade,TRUE,COCO,"Shop No 9, Yash Padma Arcade, Tarapur Road, Sainath Nagar, Bhandarwada, Tarapur Road, Boisar, Maharashtra, 401501",Boisar,Maharashtra,401501
1608,LKST1675,Dibrugarh,TRUE,COCO,"Ground Floor, Mancotta Road, Mancotta Road, Near Thana Charali, Dibrugarh, Assam, 786001",Dibrugarh,Assam,786001
2120,LKST2036,Bhayli,TRUE,COCO,"Florence Excellence, Vasna Bhayli Road, Vadodara, Gujarat, 390015",Vadodara,Gujarat,390015
2376,LKST1861,Golden I Noida,TRUE,COCO,"Shop No 17A & 17, Block C, Ground Floor, Golden I, Plot No 11 Tech Zone 4, Greater Noida West, Noida, Uttar Pradesh, 201009",Noida,Uttar Pradesh,201009
329,LKST181,Madipakkam,TRUE,COCO,"Shop No 3, Medavakkam Main Road, Madipakkam, Below Indian Bank, Chennai, Tamil Nadu, 600091",Chennai,Tamil Nadu,600091
585,LKST455,Anand Gujarat,TRUE,COCO,"Shop No 15,, Hr Prime Building, Vidya Nagar, Near Gold Cinema, Anand, Gujarat, 388001",Anand,Gujarat,388001
841,LKST613,Ramanathapuram,TRUE,COCO,"1114 B, Sungam, Ramanathapuram, Trichy Road, Sungam, Coimbatore, Tamil Nadu, 641045",Coimbatore,Tamil Nadu,641045
1097,ST424,Laheriasarai,FALSE,FOFO,"Laheriasarai Tower, Vip Road , Laheriasarai, Opposite Petrol Pump, Darbhanga, Bihar, 846001",Darbhanga,Bihar,846001
1353,ST505,Mancherial Road,TRUE,FOFO,"Om Sri Sai Retail, Alta Mohan Reddy, Door No 1-3-131/11/2, Raja Rajeshwari Garderns Buildings, Mancherial Road, Opposite Axis Bank, Nirmal, Telangana, 504106",Nirmal,Telangana,504106
1609,LKST1666,Sultan Bathery,TRUE,COCO,"#24/1024 A, Maharaja Complex, Manikuni, Sulthan Bathery, Near Lulu Wedding, Wayanad, Kerala, 673592",Wayanad,Kerala,673592
1865,LKST1794,200ft Radial Road,TRUE,COCO,"Survey No 257/4-B, Zamin Pallavaram, 200ft Radial Road, Taluk Tambaram, District Kancheepuram, Chennai, Tamil Nadu, 600044",Chennai,Tamil Nadu,600044
2121,LKST1808,Sirsi Road,TRUE,COCO,"Shop No 24 & 25, GF, Chandra Vihar, Sirsi Road, Near V-Mart, Raghunath Vihar, Prithviraj Nagar, B-Sector, Jaipur, Rajasthan, 302034",Jaipur,Rajasthan,302034
2377,LKST2167,Center Point Aligarh,TRUE,COCO,"3/1, Ground Floor, Ghar Gopika, Samad Road, Center Point, Lekhraj Nagar, Aligahr, Uttar Pradesh, 202001",Aligahr,Uttar Pradesh,202001
74,ST136,Kohtrud,FALSE,FOFO,"Unit 6/7, Ground Floor, Trinity Ventures, Silver Fern, Kohtrud, Opposite Kothrud Bus Stand Road, Pune, Maharashtra, 411038",Pune,Maharashtra,411038
330,LKST182,Flagship Store at Adyar,TRUE,COCO,"Shop No 57, Kg Vallencia, First Main Road, Gandhi Nagar, Adyar, Opposite Ramkey Tvs, Chennai, Tamil Nadu, 600020",Chennai,Tamil Nadu,600020
586,LKST480,Pandri Raipur,TRUE,COCO,"Plot No 14, Khasra No 140, P.H No 109, Main Road, Pandri, Infront Of Shri Shivam Mall, Raipur, Chhattisgarh, 492001",Raipur,Chhattisgarh,492001
1098,LKST1050,Porur,TRUE,COCO,"23, Trunk Road, Jaya Nagar, Porur Junction, Chennai, Tamil Nadu, 600116",Chennai,Tamil Nadu,600116
1354,LKST1276,Sai Miracle Kharghar,TRUE,COCO,"Shop No 7 Plot No 16, 17 / 19, Sector 34 E, Sector 35E, Kharghar, Near Hdfc Bank, Navi Mumbai, Maharashtra, 410210",Navi Mumbai,Maharashtra,410210
1610,LKST1537,MBD Mall,TRUE,COCO,"Ground Floor, Shop No 02, MBD Mall, Jalandhar, Punjab, 144001",Jalandhar,Punjab,144001
2122,LKST1687,Mahalaxmi Nagar New,TRUE,COCO,"Ground Floor, Plot No 649/A, Near Jockey Exclusive Store, Sector A, Mahalaxmi Nagar, Indore, Madhya Pradesh, 452010",Indore,Madhya Pradesh,452010
2378,LKST2260,Dattawadi Pune,TRUE,COCO," Shop No 3, Shree Vishnu Complex, P L Deshpande Garden, Sinhgad Road, Sarita Vihar, Dattawadi, Pune, Maharashtra, 411051",Pune,Maharashtra,411051
75,ST137,Patia,FALSE,FOFO,"Kiit Square, Plot No 516/1810/4268, Patia, Bhubaneswar, Odisha, 751024",Bhubaneswar,Odisha,751024
331,LKST183,Valasaravakkam,TRUE,COCO,"Shop No 173, RA Complex, Arcot Road, Opposite Idfc First Bank, Valasaravakkam, Chennai, Tamil Nadu, 600087",Chennai,Tamil Nadu,600087
587,LKST431,Oggiyamduraipakkam,TRUE,COCO,"Plot No 6, 200 Ft Radial Road, Sai Nagar, Toll Plaza Thoraippakkam, Sai Nagar, Chennai, Tamil Nadu, 600097",Chennai,Tamil Nadu,600097
1099,LKST905,Flagship Store Madipakkam,TRUE,COCO,"No 11, Madipakkam, Main Road Kaiveli, Velachery, Opposite Barath Petrol Bunk, Chennai, Tamil Nadu, 600042",Chennai,Tamil Nadu,600042
1355,LKST1266,GNP Galaxy Ambernath,TRUE,COCO,"Unit No 23, Gnp Galaxy, Ambernath Industrial Estate, Kalyan Badlapur Road, Ambernath West, Opposite Ordnance Factory, Thane, Maharashtra, 421501",Thane,Maharashtra,421501
1611,ST589,Shyamganj,TRUE,FOFO,"Ground Floor, Savitri Complex, Railway Station Road, Near ICICI Bank, Shyamganj, Deoghar, Jharkhand, 814112",Deoghar,Jharkhand,814112
1867,LKST1803,Kattappana,TRUE,COCO,"First Floor, Padinjattethil Complex, Near Head Post Office, Idukki Kavala, Kattappana, Kerala, 685508",Kattappana,Kerala,685508
2123,LKST1893,Sector 141,TRUE,COCO,"Ground Floor, Plot No 18, Block SH, Sector 141, Noida, Uttar Pradesh, 201305",Noida,Uttar Pradesh,201305
2379,LKST2314,Parsik Nagar Kalwa Thane,TRUE,COCO,"Shop No 7 & 8, Shree Gopinath Sublime Tower, Opposite Reliance Market, Parsik Nagar, Kharegaon, Kalwa, Thane, Maharashtra, 400605",Thane,Maharashtra,400605
76,ST138,"MG Road, Vijayawada",FALSE,FOFO,"Shop No 40/1/50, Gvr Complex, Chandramouli Puram, Mg Road, Opposite M&M, Vijayawada, Andhra Pradesh, 520010",Vijayawada,Andhra Pradesh,520010
332,LKST184,RDC Rajnagar,TRUE,COCO,"Shop No 1 & 2, Advocate Chamber, Rdc Rajnagar, Near Bikanerwala, Ghaziabad, Uttar Pradesh, 201002",Ghaziabad,Uttar Pradesh,201002
588,LKST457,Tilak Nagar,TRUE,COCO,"D 118, Jail Road, Fateh Nagar, Tilak Nagar, Delhi, 110018",Delhi,Delhi,110018
1100,LKST1089,"Sector 3, Vasundhara",TRUE,COCO,"Shop No Ug 06, Ugf, Ksn Square, Plot No 12,13,14, Sector 3, Vasundhara, Ghaziabad, Uttar Pradesh, 201012",Ghaziabad,Uttar Pradesh,201012
1612,LKST1534,Shaikh Villa,TRUE,COCO,"Shop No 1, 2 & 3, Shaikh Villa, Sr No 82, Hissa No 3, Opposite Bhagwati Hospital, Samarth Chowk, West Badlapur, Maharastra, 421503",Badlapur,Maharashtra,421503
2124,LKST2003,Sonarpur Station Road,TRUE,COCO,"Nandi’s Grocery Stores, Ground Floor, Nandi Bhawan, Below Axis Bank & Bandhan Bank, Sonarpur Station Road, Sonarpur, Kolkata, West Bengal, 700150",Kolkata,West Bengal,700150
333,LKST185,Pashan,TRUE,COCO,"Shop No P/4, Om Shanti Complex, Vighnaharta Chowk, Sus Road, Pashan, Near Vighnaharta Mandir, Pune, Maharashtra, 411021",Pune,Maharashtra,411021
589,LKST464,Sagar Garden Mulund,TRUE,COCO,"Shop No 6 & 7, Ground Floor, Sagar Garden Complex, Lbs Road, Mulund West, Opposite Vasant Oscar, Mumbai, Maharashtra, 400080",Mumbai,Maharashtra,400080
845,LKST791,MG Road Secunderabad,TRUE,COCO,"Pb 1549, M G Road, Kalasiguda, Secunderabad, Mg Road, Opposite Paradise Hotel, Hyderabad, Telangana, 500003",Hyderabad,Telangana,500003
1101,LKST1100,Moodalapalya,TRUE,COCO,"No 166, Moodalapalya, Nagarbhavi Main Road, Madhura Nagar, Moodalapalya, Bengaluru, Karnataka, 560070",Bengaluru,Karnataka,560070
