id,size,width,model_name,prices,totalColorAvailable,sku,wishlistCount,purchaseCount,avgRating,totalNoOfRatings,qty
204472,Wide,141 mm,VC E14912,1700,3,vincent-chase-vc-e14912-c2-eyeglasses,0,2372,5,3,909
205882,Narrow,132 mm,JJ E15265,3500,0,john-jacobs-jj-e15265-c1-eyeglasses,0,1074,5,1,608
206546,Wide,143 mm,LKB S15376,2000,5,lenskart-boost-lkb-s15376-c1-sunglasses,0,1206,0,,15
212314,Narrow,135 mm,VC S16343,2000,4,vincent-chase-vc-s16343-c1-sunglasses,0,591,0,,1166
217826,,,Aquacolor Mystery Brown Zero Power Daily,599,0,aquacolor-aqua-color-daily-disposable-color-contact-lens,0,1887,0,,0
141212,Wide,,L E13335,250,0,vincent-chase-vc-e13335-c1-full-rim-wayfar-tr90-eyeglasses,1941,6905,4.5,36,44075
148601,Wide,138 mm,L BE13533,2000,0,lenskart-blu-lb-e13533-c4-eyeglasses,7354,16632,4.65,20,463
149285,Narrow,130 mm,JJ E14153,3500,0,john-jacobs-jj-e14153-c1-eyeglasses,130,2128,5,4,84
201661,Narrow,131 mm,JJ E14991,3500,0,john-jacobs-jj-e14991-c1-eyeglasses,0,893,0,,382
206008,Wide,140 mm,LA E15251,1700,0,lenskart-air-la-e15251-c2-eyeglasses,0,1412,5,1,9
210931,Narrow,133 mm,LB E16056,2000,0,lenskart-blu-lb-e16056-c3-eyeglasses,0,489,0,,161
216494,Narrow,132 mm,FOS 7160,7000,2,fossil-fos-7160-63m-eyeglasses,0,211,0,,12
138846,Extra Wide,142 mm,JJ E13192,5000,3,john-jacobs-jj-e13192-c3-eyeglasses,1775,2471,4.3,21,1602
140640,Narrow,133 mm,JJ E13315,3500,3,john-jacobs-jj-e13315-c3-eyeglasses,889,2808,3.4,5,776
144923,Extra Narrow,127 mm,JJ E13586,3500,2,john-jacobs-jej-e13586-c2-half-rim-eyeglasses,5098,2911,0,,814
146598,Wide,138 mm,JJ E13772,5000,3,john-jacobs-jj-e13772-c3-eyoglass,1403,1989,4.45,15,656
152531,5-8 yrs,124 mm,HP E10031M,1000,4,hooper-hp-e10031m-c8-eyeglasses,0,1564,5,1,32
200312,5-8 yrs,120 mm,HP S10119M,1000,3,hooper-hp-s10119m-c2-sunglasses,0,1815,5,1,74
213244,Medium,139 mm,VC S16541,1500,2,vincent-chase-vc-s16541-c2-sunglasses,0,209,3,1,1164
93667,Wide,141 mm,VC 5158/P,1500,14,vincent-chase-vc-5158-p-blk-blue-grnt-111227-aviator-pod-sun,11873,44014,4.4,1135,871
136469,Narrow,130 mm,JJ E12813,5000,3,john-jacobs-jj-e12813-c3-eyeglasses,3311,4431,4.75,14,116
138325,Medium,135 mm,JJ E13097,3500,3,john-jacobs-jj-e13097-c3-eyeglasses,987,2873,4.3,16,985
148317,Extra Narrow,126 mm,JJ E12543XS,3500,3,john-jacobs-jj-e12543xs-c2-eyeglasses,210,2726,4.4,12,895
152767,Narrow,131 mm,JJ E13004,3500,3,john-jacobs-jj-e13004-c3-eyeglasses,0,1798,4.25,22,207
209147,,,Alcon Freshlook Allure Gray Powered Daily,1575,0,alcon-freshlook-oneday-allure-grey10-lens-box,0,539,0,,0
152880,Narrow,130 mm,JJ E10007,3500,5,john-jacobs-jj-e10007-c14-eyeglasses,0,1808,4.15,108,194
152943,Medium,134 mm,JJ E14729,3500,3,john-jacobs-jj-e14729-c1-eyeglasses,0,935,0,,586
206573,Medium,137 mm,LB E14060,1500,0,lenskart-blu-lb-e14060-c15-eyeglasses,0,917,4.65,61,328
211906,Medium,137 mm,LB E16221,2000,0,lenskart-blu-lb-e16221-c3-eyeglasses,0,281,0,,1104
130555,Medium,136 mm,JJ E11537,3500,0,john-jacobs-jj-e11537-c3-eyeglasses,581,3429,4,102,436
147598,Wide,140 mm,JJ S13935,3500,4,john-jacobs-jj-s13935-c1-sunglaasseas,237,566,0,,87
148204,Wide,141 mm,JJ S13987,3500,3,john-jacobs-jj-s13987-fxll-rom-c2-sunglas,39,1145,5,1,134
148706,Wide,138 mm,LB E14059,1500,3,lenskart-blu-lb-e14059-c1-eyeglasses,4035,11679,4.85,15,347
150377,Wide,138 mm,JJ E14313,3500,3,john-jacobs-jj-e14313-c1-eyeglasses,0,1653,3,1,421
152258,Extra Wide,142 mm,JJ E14543,5000,4,john-jacobs-jj-e14543-c4-eyeglasses,0,980,0,,402
200311,5-8 yrs,120 mm,HP S10119M,1000,3,hooper-hp-s10119m-c1-sunglasses,0,2025,5,1,13
201447,Wide,139 mm,JJ E13592,5000,2,john-jacobs-jj-e13592-c4-eyeglasses,0,473,4.35,8,1534
201462,Medium,135 mm,JJ E11546,3500,3,john-jacobs-jj-e11546-c9-eyeglasses,0,752,4.55,92,434
209198,Medium,135 mm,LR E13700,500,0,lenskart-readers-lr-e13700-c4b-eyeglasses,0,409,0,,156
212621,Extra Wide,146 mm,LB E16410,1500,0,lenskart-blu-lb-e16410-c1-eyeglasses,0,308,0,,150
213041,Extra Wide,144 mm,JJ S16391,8000,3,john-jacobs-jj-s16391-c7-sunglasses,0,168,0,,808
147170,Medium,135 mm,JJ E12712,5000,2,john-jacobs-jj-e12712-c5-c5-eyeglasses,3657,3408,4.25,56,336
148761,Medium,136 mm,LB E14067,2000,0,lenskart-blu-lb-e14067-c4-eyeglasses,4154,7611,4.5,36,770
206198,8-12 yrs,129 mm,HP E15338L,1000,2,hooper-hp-e15338l-c2-eyeglasses,0,1360,0,,127
206547,Wide,143 mm,LKB S15376,2000,5,lenskart-boost-lkb-s15376-c2-sunglasses,0,927,0,,173
206801,Medium,137 mm,JJ E13594,3500,5,john-jacobs-jj-e13594-c6-eyeglasses,0,509,4.65,3,1216
207365,Medium,137 mm,VC E15476,1700,0,vincent-chase-vc-e15476-c1-eyeglasses,0,3181,5,1,12
209852,Extra Wide,153 mm,LKB S15377,2000,5,lenskart-boost-lkb-s15377-c3-sun-dup,0,275,0,,7
211342,Wide,144 mm,VC S16144,1500,6,vincent-chase-vc-s16144-c4-sunglasses,0,720,0,,693
211901,Extra Narrow,128 mm,LB E16223,2000,0,lenskart-blu-lb-e16223-c2-eyeglasses,0,224,0,,854
212861,Medium,136 mm,VC E16452,1700,2,vincent-chase-vc-e16452-c1-eyeglasses,0,769,0,,2074
213681,Narrow,130 mm,JJ E10007,3500,7,john-jacobs-jj-e10007-c15-eyeglasses,0,107,0,,437
139154,Narrow,132 mm,VC E11347,1700,0,vincent-chase-vc-e11347-c2-tint-eyeglasses,28,318,4.3,110,663
143892,Narrow,132 mm,LB E13530,2000,0,vincent-chase-vc-e13530-c2-eyeglasses,1037,7679,4.65,79,1000
149076,Medium,136 mm,VC E14111,1700,2,vincent-chase-vc-e14111-c1-c1-eyeglasses,1753,18270,4.65,29,1
152887,Medium,136 mm,JJ E13022,3500,2,john-jacobs-jj-e13022-c3-eyeglasses,0,2142,4.2,13,122
200955,8-12 yrs,127 mm,HP S14904L,1000,0,hooper-hp-s14904l-c1-sunglasses,0,2101,5,1,51
209949,Medium,135 mm,JJ E10235,4000,5,john-jacobs-jj-e10235-c8-eyeglasses,0,221,0,,97
211343,Wide,144 mm,VC S16144,1500,6,vincent-chase-vc-s16144-c5-sunglasses,0,988,0,,675
211893,Medium,136 mm,LB E16218,2000,0,lenskart-blu-lb-e16218-c1-eyeglasses,0,210,0,,794
211900,Extra Narrow,128 mm,LB E16223,2000,0,lenskart-blu-lb-e16223-c1-eyeglasses,0,221,0,,839
212620,Extra Wide,147 mm,LB E16409,1500,0,lenskart-blu-lb-e16409-c2-eyeglasses,0,328,0,,172
213494,Medium,137 mm,JJ E15782,5000,2,john-jacobs-jj-e15782-c1-dup-eyeglasses,0,919,0,,4
215973,Wide,142 mm,VC S16751,2000,2,vincent-chase-vc-s16751-c1-sunglasses,0,195,0,,1317
145147,Medium,137 mm,JJ E13591,5000,2,john-jacobs-jj-e13591-c2-eyeglasses,2047,4564,4.55,12,959
146631,Narrow,135 mm,VC S13115,2000,0,vincent-chase-vc-s13115-c7-sunglasses,3549,8806,4.6,104,1614
147113,Wide,138 mm,LA E13859,1700,0,lenskart-air-la-e13859-c2-eyeglasses,1903,4292,4.5,26,135
148936,Narrow,131 mm,VC S14084,2000,2,vincent-chase-vc-s14084-c3-c3-sunglasses,1724,6699,4.75,24,1033
150506,,,Aquacolor Tricky Turquoise Zero Power Daily,599,0,aquacolor-tricky-turquoise-n-daily-disposable-color,3,3275,0,,49989
152674,Medium,133 mm,JJ E14689,5000,0,john-jacobs-jj-e14689-c2-eyeglasses,0,2884,5,1,49
209759,Wide,138 mm,LA E15847,1700,3,lenskart-air-la-e15847-c2-eyeglasses,0,2154,0,,76
213688,Medium,136 mm,JJ E12543,3500,6,john-jacobs-jj-e12543-c9-eyeglasses,0,105,0,,531
215591,Extra Wide,148 mm,JJ S16674,5000,4,john-jacobs-jj-s16674-c1-sunglasses,0,104,0,,1398
142691,8-12 yrs,124 mm,LKJ E10011,1000,3,lenskart-junior-lkj-e10011-c2-eyeglasses,266,1592,4,2,256
145722,Extra Wide,146 mm,LA E12858,1700,0,lenskart-air-la-e12858-foll-rim-rct-tr90-stl-c5-eyegasus,1695,5239,4,110,110
149144,Medium,135 mm,JJ E14125,3500,0,john-jacobs-jj-e14125-c2-c2-eyeglasses,363,3173,4.65,6,789
149848,5-8 yrs,121 mm,HP E10004,1000,0,hooper-hp-e10004-c4-eyeglasses,149,7259,4.65,32,28
207203,Narrow,132 mm,JJ E15466,3500,0,john-jacobs-jj-e15466-m-c3-eyeglasses,0,1266,0,,50
209876,Medium,136 mm,LR E15859,700,0,lenskart-readers-lr-e15859-c1f-eyeglasses,0,1011,0,,153
133009,Wide,139 mm,JJ E10266,5000,2,john-jacobs-jj-e10266-c5-full-rim-aviator-eyeglasses,1903,8336,4.4,72,367
145678,8-12 yrs,125 mm,LKJ E10067,1000,4,lenskart-lkj-e10067-c4-eyeglasses,157,1165,4.3,3,97
147413,Extra Wide,143 mm,JJ E13893,5000,5,john-jacobs-jj-e13893-c5-eyeglasses,394,2343,5,7,645
147606,Extra Wide,144 mm,JJ E13937,3500,3,john-jacobs-jj-e13937-c1-eyegglaassas,82,819,5,3,676
152501,8-12 yrs,129 mm,HP E10033L,1000,3,hooper-hp-e10033l-c3-eyeglasses,0,2856,4.7,7,39
207775,Medium,139 mm,LB E14058-W,1700,13,lenskart-blu-lb-e14058-c26-eyeglasses,0,793,4.6,309,52
209143,,,Bausch & Lomb Lacelle Brown Zero Power Monthly,550,0,bausch-lomb-lacelle-pemium-brown1-lens-box,0,666,0,,4992
209521,Wide,142 mm,VC S15795,1000,0,vincent-chase-vc-s15795-c2-sunglasses,0,509,0,,102
209872,Medium,136 mm,LR E15859,700,0,lenskart-readers-lr-e15859-c1b-eyeglasses,0,1003,0,,28
213505,Wide,139 mm,JJ S16577,5000,2,john-jacobs-jj-s16577-c2-sunglasses,0,109,0,,614
217447,Extra Wide,144 mm,LA E15417-XW,1700,18,lenskart-hustlr-la-e15417-xw-c34-eyeglasses,0,122,0,,875
137002,Medium,138 mm,VC S12911,1500,2,vincent-chase-vc-s12911-c1-sunglasses,4973,9191,4.55,34,1588
144097,2-5 yrs,104 mm,LKJ E10062,1000,22,lenskart-junior-lkj-e10062-c14-eyeglasses,77,717,4.75,12,92
151239,Medium,138 mm,JJ E14489,5000,4,john-jacobs-jj-e14489-c4-eyeglasses,58,1647,4.65,3,136
152975,5-8 yrs,121 mm,HP E10056S,1000,2,hooper-hp-e10056s-c3-eyeglasses,0,2355,5,1,19
200141,Wide,141 mm,JJ E14769,3500,2,john-jacobs-jj-e14769-c1-eyeglasses,0,417,4.3,3,804
200965,8-12 yrs,126 mm,HP S14906L,1000,3,hooper-hp-s14906l-c3-sunglasses,0,2136,5,1,54
201422,Wide,140 mm,JJ E13552,3500,0,john-jacobs-jj-e13552-c3-eyeglasses,0,1673,0,,621
212622,Extra Wide,146 mm,LB E16410,1500,0,lenskart-blu-lb-e16410-c2-eyeglasses,0,266,0,,180
93668,Wide,141 mm,VC 5158/P,1500,14,vincent-chase-vc-5158-p-silver-blue-grt-ao1221-aviat-pod-sun,8793,29320,4.4,1135,1187
142692,8-12 yrs,124 mm,LKJ E10011,1000,3,lenskart-junior-lkj-e10011-c3-eyeglasses,282,1970,4,2,348
148302,Extra Narrow,128 mm,JJ E14008XS,3500,3,john-jacobs-jj-e14008xs-c3-eyeglasses,628,1945,4.65,9,145
150690,Medium,136 mm,JJ E14381,3500,4,john-jacobs-jj-e14381-c1-eyeglasses,20,1408,0,,67
152751,Wide,138 mm,JJ E11083,3500,3,john-jacobs-jj-e11083-c11-eyeglasses,0,1666,4.45,76,176
200315,5-8 yrs,120 mm,HP S10120M,1000,2,hooper-hp-s10120m-c1-sunglasses,0,1718,4,1,67
211905,Medium,137 mm,LB E16221,2000,0,lenskart-blu-lb-e16221-c2-eyeglasses,0,293,0,,1161
212362,Extra Wide,145 mm,JJ E16357,5000,0,john-jacobs-jj-e16357-c1-eyeglasses,0,84,0,,122
217543,Wide,139 mm,LK E17007,1700,0,lenskart-studio-lk-e17007-c1-eyeglasses,0,92,0,,1344
137070,Medium,140 mm,VC S12934,2000,2,vincent-chase-vc-s12934-c1-sunglasses,4877,5425,4.4,20,457
139364,Medium,138 mm,VC S11470,2000,2,vincent-chase-vc-s11470-c6-sunglasses,2779,8871,4.95,31,289
142839,Narrow,130 mm,VC E12896,1700,2,vincent-chase-vc-e12896-c4-eyeglasses,4108,22741,4.6,219,4
144895,,,Aquacolor Coco Brown Zero Power Daily,599,0,aqua-color-coco-brown-dailies-color-10-lens-box,95,4472,0,,49991
150966,Wide,140 mm,JJ S14428,3500,0,john-jacobs-jj-s14428-c1-sunglasses,0,1614,0,,78
137779,Extra Narrow,125 mm,JJ E12998,3500,4,john-jacobs-jj-e12998-c1-eyeglasses,2014,3923,4.8,22,341
144900,,,Aquacolor Venus Gray Zero Power Monthly,299,0,aqua-color-venus-grey-monthly-color-2-lens-box,91,1707,0,,49908
144910,Narrow,130 mm,JJ E13581,3500,2,john-jacobs-jej-e13581-c2-full-rim-eyeglasses,1536,1343,5,4,320
147278,Narrow,132 mm,JJ E13878,3500,2,john-jacobs-john-jacobs-jj-e13878-full-rim-c2-eyeglass,785,1289,4.6,5,1114
204456,Wide,139 mm,LB E14058,1200,9,lenskart-blu-lb-e14058-c12-eyeglasses,0,2261,4.6,309,552
205890,Medium,137 mm,JJ E15270,3500,0,john-jacobs-jj-e15270-c1-eyeglasses,0,1914,0,,1098
205966,Extra Wide,143 mm,JJ E15286,6000,0,john-jacobs-jj-e15286-c1-eyeglasses,0,2601,0,,46
212301,Extra Wide,146 mm,VC S16338,2000,3,vincent-chase-vc-s16338-c2-sunglasses,0,636,0,,823
136470,Narrow,130 mm,JJ E12814,5000,5,john-jacobs-jj-e12814-c1-eyeglasses,3287,5669,4.6,17,310
137024,Wide,142 mm,VC S12917,2000,3,vincent-chase-vc-s12917-c3-sunglasses,8993,13248,4.7,93,800
144400,Medium,135 mm,JJ E13103,4000,2,john-jacobs-jj-e13103-c2-dup-eyeglasses,2831,1177,4.55,27,21
148320,Extra Wide,142 mm,JJ E12543XL,3500,3,john-jacobs-jj-e12543xl-c1-eyeglasses,223,1293,5,8,1246
152971,2-5 yrs,118 mm,HP E10063S,1000,3,hooper-hp-e10063s-c2-eyeglasses,0,2329,5,4,47
200607,Wide,138 mm,VC E14849,1700,2,vincent-chase-vc-e14849-c3-eyeglasses,0,2698,4.75,4,8
205533,Wide,138 mm,LK E15209,1700,0,lenskart-lk-e15209-c1-eyeglasses,0,2177,0,,5
209513,Wide,143 mm,VC S15792,1000,2,vincent-chase-vc-s15792-c1-sunglasses,0,457,0,,641
93664,Wide,141 mm,VC 5158/P,1500,14,vincent-chase-vc-5158-p-gunmal-blue-grt-do12-27-aviator-sun,11799,51140,4.4,1135,148
152065,Wide,140 mm,JJ E14642,3500,2,john-jacobs-jj-e14642-c4-eyeglasses,0,778,0,,49
210122,Wide,138 mm,JJ E15891,5000,2,john-jacobs-jj-e15891-c2-eyeglasses,0,67,0,,1426
210935,Wide,139 mm,LB E16058,2000,0,lenskart-blu-lb-e16058-c1-eyeglasses,0,474,0,,413
216906,Narrow,130 mm,Lucy.A,6000,2,le-petit-lunetier-lpl-lucy-n-c1-eyeglasses,0,69,0,,41
216905,Medium,135 mm,Lucy.A,6000,2,le-petit-lunetier-lpl-lucy-m-c1-eyeglasses,0,82,0,,28
216908,Extra Wide,143 mm,Arsene.L,6000,3,le-petit-lunetier-lpl-arsene-w-c2-eyeglasses,0,93,0,,27
216913,Medium,137 mm,Annie.J,6000,2,le-petit-lunetier-lpl-annie-c2-eyeglasses,0,77,0,,38
216912,Medium,137 mm,Annie.J,6000,2,le-petit-lunetier-lpl-annie-c1-eyeglasses,0,67,0,,44
216921,Extra Wide,144 mm,Love.Q,6000,0,le-petit-lunetier-lpl-love-c2-eyeglasses,0,70,0,,45
216926,Wide,138 mm,Will.B,6000,2,le-petit-lunetier-lpl-will-c2-eyeglasses,0,82,0,,33
216925,Wide,138 mm,Will.B,6000,2,le-petit-lunetier-lpl-will-c1-eyeglasses,0,75,0,,36
150067,Medium,136 mm,LB E14270,1200,3,lenskart-blu-lb-e14270-c5-eyeglasses,44,1775,4.55,16,262
153088,Wide,140 mm,JJ E14755,3500,4,john-jacobs-jj-e14755-c4-eyeglasses,0,1535,0,,171
153112,,,Acuvue Oasys Bi-Weekly Disposable,3199,0,johnson-johnson-acuvue-oasys-bi-weekly-12lp,9,2644,0,,49996
207057,Medium,136 mm,JJ S15464,6000,0,john-jacobs-jj-s15464-c1-sunglasses,0,857,0,,78
207207,Medium,137 mm,JJ E15467,3500,2,john-jacobs-jj-e15467-w-c4-eyeglasses,0,880,0,,236
210125,Medium,134 mm,JJ E15893,5000,2,john-jacobs-jj-e15893-c1-eyeglasses,0,44,0,,1373
212900,Narrow,135 mm,VC S16465,2000,3,vincent-chase-vc-s16465-c2-sunglasses,0,163,0,,920
215271,Medium,137 mm,JJ E11724,3500,5,john-jacobs-jj-e11724-c7-eyeglasses,0,98,0,,898
135878,Wide,143 mm,VC S12643,2000,4,vincent-chase-polarized-vc-s12643-c2-sunglasses,3351,20388,4.15,50,1521
152064,Wide,138 mm,JJ E14642,3500,2,john-jacobs-jj-e14642-c3-eyeglasses,0,323,0,,498
200947,8-12 yrs,128 mm,HP S14902L,1000,0,hooper-hp-s14902l-c1-sunglasses,0,1986,0,,36
205893,Wide,139 mm,JJ E15271,5000,0,john-jacobs-jj-e15271-c2-eyeglasses,0,749,5,2,275
206577,Narrow,132 mm,LB E15378,1500,0,lenskart-blu-lb-e15378-c4-eyeglasses,0,772,0,,428
208245,Wide,138 mm,VC E15592,1700,0,vincent-chase-vc-e15592-c2-eyeglasses,0,3169,4,4,59
212302,Extra Wide,146 mm,VC S16338,2000,3,vincent-chase-vc-s16338-c3-sunglasses,0,738,0,,759
143482,Narrow,130 mm,JJ E13487,3500,0,john-jacobs-jj-e13487-c2-eyeglasses,75,1276,0,,856
144849,Medium,134 mm,JJ E13576,5000,2,john-jacobs-jjj-e13576-full-rim-c3eyeglassses,1303,2210,4.85,7,733
150851,Wide,141 mm,JJ E14408,3500,3,john-jacobs-jj-e14408-c3-eyeglasses,0,2727,4.75,9,103
200267,Wide,140 mm,LB E14787,1200,0,lenskart-blu-lb-e14787-c1-eyeglasses,0,4416,5,5,15
208093,Extra Wide,142 mm,JJ S13081,5000,5,john-jacobs-jj-s13081-c8-sunglasses,0,272,4.8,17,374
208123,Narrow,132 mm,JJ E15552,5000,3,john-jacobs-jj-e15552-c2-eyeglasses,0,1113,3,3,303
211326,Wide,141 mm,VC S16142,1500,0,vincent-chase-vc-s16142-c3-sunglasses,0,641,0,,923
147608,Extra Wide,144 mm,JJ E13937,5000,0,john-jacobs-jj-e13937-c3-eyegglaassas,130,1010,5,3,520
148321,Extra Wide,142 mm,JJ E12543XL,3500,3,john-jacobs-jj-e12543xl-c2-eyeglasses,350,1004,5,8,1303
152949,Medium,138 mm,JJ E14731,3500,3,john-jacobs-jj-e14731-c1-eyeglasses,0,1204,0,,89
206523,Medium,136 mm,JJ E13914,5000,4,john-jacobs-jj-e13914-c6-eyeglasses,0,1081,5,3,307
209201,Medium,137 mm,LR E13701,500,0,lenskart-readers-lr-e13701-c4b-eyeglasses,0,368,0,,164
217432,Narrow,134 mm,LA E15417-N,1700,32,lenskart-air-la-e15417-n-c6-eyeglasses,0,109,0,,544
146217,Medium,137 mm,JJ E13723,5000,3,john-jacobs-jj-e13723-foll-ram-c2-eeyeglasses,1555,1921,5,4,271
147402,Extra Wide,142 mm,JJ E13890,3500,0,john-jacobs-jj-e13890-c3-eyeglasses,707,2151,0,,369
147600,Wide,140 mm,JJ S13935,3500,4,john-jacobs-jj-s13935-c3-sunglaasseas,269,568,0,,186
151226,Wide,142 mm,JJ E14486,5000,0,john-jacobs-jj-e14486-c1-eyeglasses,19,1772,5,4,87
205883,Medium,137 mm,JJ E15266,3500,2,john-jacobs-jj-e15266-c1-eyeglasses,0,1505,4,1,1412
208249,Medium,135 mm,VC E15594,1700,0,vincent-chase-vc-e15594-c2-eyeglasses,0,3097,3,2,22
208941,8-12 yrs,127 mm,HP E10027L,1000,4,hooper-hp-e10027l-c8-eyeglasses,0,1277,4.85,7,200
209834,Extra Wide,153 mm,LKB S15377,2000,5,lenskart-boost-lkb-s15377-c1-sun-dup,0,185,0,,186
212300,Extra Wide,146 mm,VC S16338,2000,3,vincent-chase-vc-s16338-c1-sunglasses,0,678,0,,517
217544,Wide,140 mm,LK E17008,1700,0,lenskart-studio-lk-e17008-c1-eyeglasses,0,94,0,,217
146443,Narrow,133 mm,VC S11320,1500,0,vincent-chase-vc-s11320-full-rem-avit0r-matal-c21-sunglasses,1402,14128,4.4,56,1489
146471,Wide,140 mm,JJ E13744,3500,2,john-jacobs-jj-e13744-c2-eyeglasses,1724,1707,4.5,4,935
148208,Wide,140 mm,JJ S13988,3500,2,john-jacobs-jj-s13988-fxll-rom-c3-sunglas,154,1145,0,,171
150102,Wide,139 mm,JJ E14278,5000,3,john-jacobs-jj-e14278-c1-eyeglasses,0,1611,4.3,3,748
152072,Extra Wide,142 mm,JJ E14644,3500,4,john-jacobs-jj-e14644-c3-eyeglasses,0,797,0,,227
200964,8-12 yrs,126 mm,HP S14906L,1000,3,hooper-hp-s14906l-c2-sunglasses,0,2185,5,1,81
201292,Wide,139 mm,LB E14059,1500,3,lenskart-blu-lb-e14059-c5-eyeglasses,0,3154,4.85,15,719
205991,Narrow,132 mm,JJ E15297,6000,2,john-jacobs-jj-e15297-c2-eyeglasses,0,1929,0,,14
206191,8-12 yrs,127 mm,HP E10027L,1000,4,hooper-hp-e10027l-c6-eyeglasses,0,1693,4.85,7,41
207492,Medium,137 mm,LB E14060,1500,0,lenskart-blu-lb-e14060-c18-eyeglasses,0,740,4.65,61,427
210121,Wide,138 mm,JJ E15891,5000,2,john-jacobs-jj-e15891-c1-eyeglasses,0,57,0,,1442
211346,Wide,143 mm,VC S16145,1500,5,vincent-chase-vc-s16145-c2-sunglasses,0,544,0,,984
213464,Wide,141 mm,JJ E15780,5000,3,john-jacobs-jj-e15780-c2-dup-eyeglasses,0,859,0,,74
213481,Wide,141 mm,JJ E15780,5000,3,john-jacobs-jj-e15780-c1-dup-eyeglasses,0,854,0,,378
215957,Wide,142 mm,VC S16745,2000,3,vincent-chase-vc-s16745-c1-sunglasses,0,386,0,,1334
216505,Wide,138 mm,FOS 7167,7000,3,fossil-fos-7167-003-eyeglasses,0,154,0,,33
216516,Narrow,132 mm,LA E14398,3000,3,lenskart-air-la-e14398-c5-eyeglasses,0,494,0,,1244
216711,Extra Wide,144 mm,LA E15417-XW,1700,16,lenskart-air-la-e15417-xw-c32-eyeglasses,0,120,0,,3208
147407,Medium,145 mm,JJ E13892,5000,2,john-jacobs-jj-e13892-c2-eyeglasses,334,1028,5,3,219
147617,Extra Wide,148 mm,JJ E13940,5000,4,john-jacobs-jj-e13940-c3-eyegglaassas,1,826,5,1,1200
148415,Extra Narrow,128 mm,JJ S12807S,3500,3,john-jacobs-jj-s12807s-c3-sunglasses,1032,1158,0,,14
149143,Medium,135 mm,JJ E14125,3500,0,john-jacobs-jj-e14125-c1-c1-eyeglasses,256,2253,4.65,6,645
150368,Medium,137 mm,JJ E14310,3500,2,john-jacobs-jj-e14310-c3-eyeglasses,0,1052,4.65,3,386
151329,Medium,135 mm,LR E13700,500,3,lenskart-readers-lr-e13700-c2-b-eyeglasses,27,5375,4.5,23,684
152770,Narrow,130 mm,JJ E13005,3500,6,john-jacobs-jj-e13005-c4-eyeglasses,0,1705,4.55,76,219
204228,Wide,143 mm,VC S15033,2000,2,vincent-chase-vc-s15033-c3-sunglasses,0,4378,4.75,4,131
206221,Extra Wide,142 mm,VC E15344,1700,0,vincent-chase-vc-e15344-c2-eyeglasses,0,837,0,,103
213504,Wide,139 mm,JJ S16577,5000,2,john-jacobs-jj-s16577-c1-sunglasses,0,85,0,,710
141866,Narrow,,L E13332,250,0,lenskart-l-e13332-c1-eyeglasses,1337,5638,4.1,36,1772
145157,Medium,137 mm,JJ E13594,3500,2,john-jacobs-jj-e13594-c3-eyeglasses,518,2472,4.65,3,6
146249,Narrow,130 mm,JJ E13729,3500,2,john-jacobs-jj-e13729-foll-ram-c1-eeyeglasses,653,676,5,1,282
151890,Narrow,134 mm,VC S14596,2000,2,vincent-chase-vc-s14596-c2-sunglasses,209,2323,4.75,4,11
210075,Wide,139 mm,LB E13740,2000,0,lenskart-blu-lb-e13740-c4-eyeglasses,0,276,0,,295
131266,Medium,134 mm,JJ E11730,3500,0,john-jacobs-jj-e11730-c2-eyeglasses,944,1988,4.3,18,429
141849,Medium,136 mm,JJ E11687,4000,2,john-jacobs-jj-e11687-c1-dupc-eyeglasses,8771,2297,4.6,101,408
147274,Medium,134 mm,JJ E13876,3500,2,john-jacobs-john-jacobs-jj-e13876-full-rim-c2-eyeglass,571,2076,4.5,4,350
147612,Extra Wide,149 mm,JJ E13939,3500,0,john-jacobs-jj-e13939-c1-eyegglaassas,30,338,0,,231
152757,Medium,136 mm,JJ E12543,3500,6,john-jacobs-jj-e12543-c6-eyeglasses,0,1799,4.4,64,495
152944,Medium,134 mm,JJ E14729,3500,3,john-jacobs-jj-e14729-c2-eyeglasses,0,592,0,,593
208082,Wide,138 mm,JJ S12502,5000,2,john-jacobs-jj-s12502-c8-sunglasses,0,736,4.6,33,39
210126,Medium,134 mm,JJ E15893,5000,2,john-jacobs-jj-e15893-c2-eyeglasses,0,45,0,,1186
211347,Wide,143 mm,VC S16145,1500,5,vincent-chase-vc-s16145-c3-sunglasses,0,625,0,,946
212537,Extra Wide,145 mm,JJ S16387XW,5000,4,john-jacobs-jjs16387xw-c2-sunglasses,0,362,0,,3
212975,Narrow,134 mm,LB E14058-N,1700,4,lenskart-blu-lb-e14058-h-c2-eyeglasses,0,75,0,,2993
139500,Wide,141 mm,VC S12585,1500,2,vincent-chase-vc-s12585-c8-sunglasses,1089,5479,4.4,34,3
147905,Medium,137 mm,JJ S12474,5000,3,john-jacobs-jj-s12474-fvll-rem-c13-sunglsses,162,1836,4.5,66,73
149153,Medium,137 mm,JJ E14128,5000,0,john-jacobs-jj-e14128-c3-c3-eyeglasses,132,2187,4.9,10,384
151040,Medium,137 mm,LB E14454,1200,4,lenskart-blu-lb-e14454-c2-eyeglasses,151,2995,4.55,17,907
153098,Extra Wide,146 mm,JJ E14758,3500,2,john-jacobs-jj-e14758-c3-eyeglasses,0,1000,5,2,204
205231,Extra Narrow,126 mm,VC E15130,1700,0,vincent-chase-vc-e15130-c1-eyeglasses,0,1225,5,1,97
